icao,name,lat,lon
LYBT,Batajnica Air Base,44.935299,20.2575
LYSM,Sremska Mitrovica / Veliki Radinci Airfield,45.037414,19.660184
PL-0151,Lotnisko Orneta,54.126694,20.0881201
RO-0007,Săulești Airfield,45.864871,22.970165
RO-0016,Aerial Club Vădeni,45.364129,27.938835
RU-0177,Uglich Fominskoye Helipad,57.54850006103516,38.2953987121582
RU-0492,Taldom airstrip,56.7397979,37.6042247
RU-1045,Guba Ara Submarine Base Helipad,69.383769,32.78951
SY-0008,Al-Muhaddad Agricultural Airport,35.838829,38.284836
TR-0083,ÖzdilekPark Wyndham Grand Istanbul Levent Helipad,41.077345,29.01233
UA-9866,Sievierodonetsk Airport,48.900926,38.54279
UUMO,Ostafyevo International Airport,55.511369,37.50719
UWKD,Kazan International Airport,55.606201,49.278702
BE-0062,Meldert Heliport,50.92683,4.112962
BG-0156,Abrit Airfield,43.90966,27.81772
BIBI,Baeir Airport,66.097838,-22.569713
CZ-0078,Polepy Airfield,50.520273,14.272242
CZ-0222,Hranice Hospital Heliport,49.55564,17.74896
DE-0366,Kleinkoschen Ultralight Airfield,51.511841,14.082798
DE-0780,Hephata Hospital Heliport,50.90977,9.16633
DE-0904,Gatow Airport,52.4744,13.1381
DK-0014,Nordborg Pøl Airfield,55.07485,9.753379
EDAQ,Halle-Oppin Airfield,51.552223,12.053889
EDEW,Walldürn Airfield,49.581669,9.402222
EDFH,Frankfurt-Hahn Airport,49.946353,7.261734
EDMJ,Jesenwang Airfield,48.174366,11.125363
EDNH,Bad Wörishofen (Nord) Airfield,48.016124,10.615025
EG-0027,Asyut Heliport,27.203443,31.186071
EGNC,Carlisle Lake District Airport,54.9375,-2.80917
EHFQ,L2-FA-1,53.96056,4.49611
EHGR,Gilze Rijen Air Base,51.567402,4.93183
ESVH,Hällefors Airfield,59.867401,14.4239
FR-0609,Malbec Airfield,45.007778,1.016111
FR-0904,Cézac Airfield,44.3475,1.347778
FR-1063,Mézières-lez-Cléry Airfield,47.810833,1.840833
FR-1333,Noirmoutier HLS,46.9788,-2.242477
GB-0183,Willow Farm Airstrip,53.421725,-0.910137
GB-0219,Rayne Hall Farm Airstrip,51.885498,0.522122
GB-0323,Bakersfield Airstrip,52.48487,-0.618103
GB-0367,Chatteris Airfield,52.4873,0.089111
GB-0673,RAF Down Ampney,51.666944,-1.839444
GB-1038,Broadmarsh Farm Airstrip,52.526831,0.982146
GB-1191,Yew Tree Farm Heliport,53.36991,-2.47173
GB-1193,RAF Winthorpe,53.09795,-0.77134
GR-0097,Stefanovikion Air Base,39.478521,22.769105
IE-0046,Clonakilty Airstrip,51.6258872,-8.916197
IT-0232,Santa Rita Airfield,42.75654,13.01628
IT-0237,Teggiano-Vallo di Diano Airfield,40.415506,15.536688
IT-0414,"Aviosuperficie ""La Tana del Volo""",39.269133,8.771811
IT-0498,"Campo di Volo ""Girasole Vola""",39.956667,9.645278
IT-0814,Elitaliana Heliport,42.18273,11.75082
LDPL,Pula Airport,44.893501,13.9222
LFFB,Buno-Bonnevaux Airfield,48.350074,2.424431
LGIR,Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803
LILM,Casale Monferrato Airfield,45.110039,8.456898
LIMG,Riviera Villanova d'Albenga International Airport,44.050598,8.12743
LLEK,Tel Nof Air Base,31.8395,34.8218
LPMI,Mirandela Airfield,41.468006,-7.226257
LSGK,Saanen Airfield,46.486525,7.248359
LSZM,Mollis Airfield,47.078353,9.064662
LYBR,Berane Airport,42.8390007019043,19.86199951171875
LZTT,Poprad-Tatry Airport,49.070994,20.241394
MK-0014,Tetovo Air Base,41.92919,20.93601
OEKK,King Khaled Military City Airport,27.9009,45.528198
RO-0012,Costinești Aerodrome,43.926686,28.629548
RO-0048,Mihăița Airstrip,44.391777,23.671024
RS-0014,Progar Airstrip,44.722182,20.176448
RS-0017,Kelovic Airstrip,43.591884,19.515274
RU-10057,Severomorsk-1 Naval Air Base,69.03167,33.418331
RU-4421,Danilovo Air Base,56.66,48.033298
UA-0101,Mezhigyrya Heliport,50.621493,30.460464
UWKG,Borisoglebskoye Airport,55.866699,49.133301
AT-0091,Reichenau Airport,47.271238,11.421206
BE-0003,Sovet Airfield,50.286944,5.038462
BG-0014,Ryakhovo Airport,43.982754,26.242744
BG-0066,Tervel Airstrip,43.717833,27.440139
BIKP,Kópasker Airport,66.310799,-16.4667
BY-0028,Vidzy Airstrip,55.37879,26.626022
CH-0036,Hagenbuch Airport,47.51852,8.87139
CY-0066,Mammari Aerial Firefighting Base,35.16884,33.219964
CZ-0236,Karlovy Vary Regional Hospital Helistop,50.23277,12.8765
DE-0527,Spiekeroog Emergency Heliport,53.766643,7.698197
DE-0537,Maria Hilf Clinic Heliport,51.21732,6.42161
DK-0003,Tølløse Flying Club Glider Field,55.581644,11.759105
EBBY,Baisy-Thy Ultralight Airfield,50.56814,4.435219
EDBM,Magdeburg City Airfield,52.073612,11.626389
EDCO,Obermehler-Schlotheim Airfield,51.267776,10.634722
EDWP,Wiefelstede-Conneforde Airfield,53.321388,8.073333
EG-0037,PAS Petroleum Air Services Heliport,28.3233,33.11003
EPKI,Kikity,53.9829,20.877218
EPLL,Łódź Władysław Reymont Airport,51.721901,19.3981
EPVA,Roszczep Airstrip,52.4359,21.33
ET31,Sheridan Barracks Landing Area,47.482778,11.066944
FR-0018,Centre Hospitalier Saint Nicolas De Blay Heliport,45.135780334472656,-0.6595829725265503
FR-0105,Centre Hospitalier Heliport,45.54277801513672,2.312222003936768
FR-0114,Metz-Thionville Mercy Hospital Heliport,49.083662,6.241522
FR-0202,Societe Europeenne de Propulsion Heliport,43.543888092041016,4.951943874359131
FR-0284,Isola 2000 Altisurface,44.172895,7.16296
FR-0796,La Vrine Ultralight Airfield,46.976793,6.330579
FR-1008,Brue Auriac St Estève Airfield,43.505556,5.918611
FR-1082,Amboise Centre Hospitalier Heliport,47.408056,0.981111
FR-1269,Belfort-Fontaine Airfield,47.655602,7.01083
FR-1301,domaine de la marliere DZ,50.153407,3.190193
FR-1338,KHUB Karting Helipad,50.316189,2.762209
GB-0212,Whitehill Farm Airstrip,52.097053,0.016454
GB-0405,Hardwicke Airstrip,52.0853,-3.06163
GB-0421,Stratford-upon-Avon Gliding Club,52.23549,-1.717787
GB-0568,RAF Desborough,52.467411,-0.800629
GB-0653,Pitlands Farm Airstrip,50.906077,-0.865023
GCXM,Los Rodeos Army Heliport,28.483836,-16.351263
HLGD,Sirt International Airport / Ghardabiya Airbase,31.058578,16.597095
HU-0040,Kiskunhalas-Füzespuszta Airfield,46.36935,19.477426
IE-0012,Ballinvally Farm Airstrip,52.570456,-6.318448
IT-0038,Aviosuperficie Acqui Terme,44.677488,8.50124
IT-0162,Aviosuperficie Blue Silo,45.8872222,12.6277778
IT-0749,Borgosesia Hospital Heliport,45.712414,8.263298
IT-0866,Elisuperficie Corpo Nazionale Soccorso Alpiino,46.071392,8.268548
IT-0873,Lago d'Antrona Heliport,46.056144,8.097614
IT-0965,Elisuperficie V.F. di Biella,45.550846,8.075472
LEHV,Alvaro Cunqueiro Hospital Helipad.,42.187797,-8.714093
LENM,Hospital Can Misses Heliport,38.9175,1.41944
LFHH,Vienne Reventin Airfield,45.462434,4.828147
LFIL,Rion Des Landes Airfield,43.915798,-0.949167
LFTQ,Châteaubriant Pouancé Airfield,47.739562,-1.189519
LR80,Feteşti Borcea Air Base,44.3923,27.7267
LTAF,Adana Şakirpaşa Airport,36.982201,35.280399
LV-8043,Cēsis Airfield,57.32379,25.323229
LZRY,Ražňany Airfield,49.078056,21.099722
NL-0132,Vopak Botlek Helipad,51.87888,4.270431
NO-0002,Maarud,60.18130493164063,11.564483642578123
OEGT,Gurayat Domestic Airport,31.412413,37.278898
RO-0043,Damen Shipyard Heliport,45.44382,28.0831
RO-0049,Luncani Airfield,46.481669,23.931478
RS-0015,Kosančić Airport,43.094514,21.776161
RU-10067,Karpogory Airfield,64.013,44.455002
RU-10110,Vostochny Kildin Heliport,69.325566,34.398896
RU-10170,Kedrovo Airfield,59.228659,39.613689
SY-0029,Ayyash Airfield,35.40871,40.042911
TR-0019,Demirhanlı Airfield,41.717014,26.739527
TR-0237,Bölücek Border Post Helipad,39.402729,44.302781
TR-0257,Oğulpınar Border Post Helipad,36.259602,36.682967
UA-0083,Filiutka,49.335903,29.270067
UA-0115,Hardyshivka Airstrip,49.898809,28.436614
UA-0135,Pryvillya Airfield,46.149626,33.404544
UMGG,Gomel Airport,52.527000427246094,31.016700744628903
BE-0057,Luyckx Heliport,51.305171,4.629729
BG-0122,Slavotin Cropduster Strip,43.5602,23.09157
BIND,Nýjidalur Airport,64.719566,-18.067031
CH-0039,Schaffhausen Cantonal Hospital Heliport,47.71184,8.63542
CY-0088,KEN Limassol Helipad,34.710048,33.016347
CY-0091,Troulloi Helipad,35.042265,33.634847
CZ-0111,Příchvoj u Jičína ULM,50.44135,15.235979
DE-0084,Geratshof Airfield,47.992923,10.843688
DE-0215,Ludwigshafen Airfield,49.4131,8.3518
DE-0274,Dauborn Airfield,50.321667,8.193889
DE-0324,Seißen Ultralight Airfield,48.413484,9.764933
DE-0469,Murnau Accident Hospital Heliport,47.67214,11.215452
EDCW,Wismar Airfield,53.914444,11.499444
EDKD,Altena-Hegenscheid Airfield,51.312459,7.704134
EDQL,Lichtenfels Airfield,50.148609,11.048056
EDSX,Völkleshofen-Lichtenberg Airfield,49.009332,9.354601
EGLD,Denham Aerodrome,51.588299,-0.513056
EKMS,Mykines Heliport,62.102169,-7.645934
ENDU,Bardufoss Airport,69.055801,18.5404
EPWS,Wrocław-Szymanów Airfield,51.2061,16.9986
ES-0312,Esporles Private Helipad,39.67124,2.55311
ES-0366,El Rinconcillo de Guadalupe,39.594127,-6.206276
ESNJ,Jokkmokk Airfield,66.496201,20.1472
ETNT,Wittmundhafen Air Base,53.547798,7.66733
EYVK,Kyviškes Airfield,54.668301,25.5158
FR-0594,Bagnols-sur-Cèze Hospital Heliport,44.158397,4.615848
FR-0673,Calviac Airfield,44.927222,2.068056
FR-1114,Grand Champ Airfield,45.440556,4.851667
FR-1127,Eperlecques DZ,50.807229,2.157151
FR-1153,Thionville Bel-Air Centre Hospitalier Heliport,49.372897,6.149307
FR-1209,Mesnil DZ,49.777841,2.918844
GB-0058,Boston Aerodrome,52.974601,-0.071828
GB-1177,Hamble (Ensign Business Park) Airfield,50.86002,-1.33045
GR-0023,Andros Heliport,37.8364707,24.9484637
GR-0036,Sikinos Heliport,36.69987,25.13073
HE27,Osman Air Base,29.552626,25.584583
IE-0003,Mallow International Airport,52.131802,-8.68804
IE-0024,Killamaster Airstrip,52.866546,-6.810249
IQ-0069,Umm Qasr Airport,30.021374,47.921851
IT-0222,Aviosuperficie Divinangelo,41.471944,13.023611
IT-0337,Campo di Volo Valledoria,40.929768,8.812227
IT-0499,Pietralata Flying Field,39.970654,18.381006
IT-0779,Riuniti Foggia Hospital Heliport,41.45888,15.52023
IT-0877,Elisuperficie di Borgo Fogliareccio,46.000018,8.365214
LB-0004,Baadarâne Airport,33.636065,35.614209
LB-0021,Unifil HQ Naqoura Central Helipad,33.122924,35.135338
LFGU,Sarreguemines Neunkirch Airfield,49.128101,7.10833
LOAS,Spitzerberg Airfield,48.099157,16.933527
LTAB,Güvercinlik Airport,39.935001,32.740799
LV-0042,Matkules lidlauks,56.9725105,22.6337392
PL-0047,Kroczewo Airstrip,52.47361,20.539169
PL-0122,Tarnów Airfield,50.001572,21.004145
PL-0191,Powodovo Airstrip,52.117,16.05
PT-0056,Pista do Arrepiado,39.446011,-8.412019
RO-0103,Poieni Airfield,46.92386,22.84698
RO-0126,Military Unit 30th Guard Brigade Helipad,44.429601,26.056545
RO-0152,County Emergency Hospital Slobozia,44.567889,27.36056
RU-0060,Chernyakhovsk Naval Air Base,54.601676,21.782375
RU-0239,Starodub Airfield,52.566687,32.799629
RU-0241,Rybinsk Yuzhny Airfield,58.0,38.84
SE-0086,Barkarby Airport,59.414474,17.882137
SK-0023,Prusy Airstrip,48.747364,18.263118
SK-0065,Dolná Štubňa Airstrip,48.834808,18.843625
URME,Yessentuki Airfield,44.06,42.829
UWLW,Ulyanovsk Vostochny Airport,54.401001,48.8027
XK-0016,Prizren Airfield,42.24272,20.72063
AZ-0006,Agdash Airport,40.664268,47.514801
BG-0145,Dalgopol Airfield,43.03371,27.33971
CY-0001,Lakatamia Airfield,35.106384,33.321304
CZ-0034,Klaudiánova Hospital Heliport,50.419011,14.907112
CZ-0171,Rovná u Sokolova Airstrip,50.101134,12.678759
CZ-0274,Zlín Štípa Airfield,49.272778,17.746389
CZ-0286,Jilmovi Ultralight Strip,49.3983,16.32169
DE-0043,Wilsche Glider Field,52.524677,10.462597
DE-0092,Ottenberg Airfield,49.3287,11.4797
DE-0127,Sultmer Berg Airfield,51.73,9.9925
DE-0188,Kamen-Heeren Airfield,51.590283,7.709785
DE-0542,Sankt Vinzenz Hospital Heliport,50.96678,6.94577
DE-0690,Würzburg University Hospital Rooftop Heliport,49.80693,9.95787
DE-0712,Fulda Hospital Heliport,50.54544,9.7051
DE-0849,München North Railyard West Helipad 2,48.20183,11.47368
DZ-0044,Bordj Omar Driss Heliport,28.12889,6.82522
EBAS,Gravenwezel Heliport,51.247065,4.54272
EDBG,Burg Airfield,52.241772,11.85619
EEMU,Muhu Airfield,58.653495,23.271369
EERU,Ruhnu Airfield,57.78559,23.262377
EGKR,Redhill Aerodrome,51.2136,-0.138611
EGNI,Skegness (Ingoldmells) Aerodrome,53.1716,0.329375
EIAB,Abbeyshrule Aerodrome,53.591373,-7.642947
ES-0069,Air Marugán,40.9111,-4.370917
ESMX,Växjö Kronoberg Airport,56.92910003662109,14.727999687194824
ETHH,Bonn-Hardthöhe Air Base,50.696503,7.045111
EYRD,Rūdiškės Airfield,54.495661,24.718023
FR-0042,Dijon Regional Hospital Heliport,47.317223,5.026944
FR-0207,Centre Hospitalier Heliport,44.91444396972656,4.904167175292969
FR-0227,Lyon Edouard Herriot Hospital Heliport,45.743884,4.883003
FR-0372,Ile du Levant Helicopter Base,43.021514,6.460228
FR-0474,Aérodrome de l'Emonière,47.05997,-1.35325
FR-1220,Xertigny,48.077366,6.309033
GB-0179,Wombleton Airfield,54.231147,-0.974655
GB-0456,Stonehill Farm Airstrip,55.467085,-3.843988
GB-0895,Polpidnick Farm Airstrip,50.0585,-5.12772
GB-1129,Woburn Park Airfield,51.99146,-0.59959
GB-1185,RAF Kelstern,53.41003,-0.10296
GB-1253,RAF Lindholme,53.549999,-0.967
GB-1279,North Coates Airfield,53.497795,0.061976
GE-0009,Poti International Airport,42.162902,41.705807
GR-0045,Agathonisi Heliport,37.4605,26.97632
HR-0034,Udbina Airfield,44.557598,15.7744
IQ-0027,K2 Air Base,34.920650482177734,43.38473129272461
IS-0002,Hrauneyjarfoss Heliport,64.20043,-19.25403
IT-0185,Pantano Airfield,40.56167,15.7599
LFEF,Amboise Dierre Airfield,47.339771,0.945861
LFEL,Le Blanc Airfield,46.6208,1.0875
LFPC,Creil Air Base,49.253502,2.51914
LKDK,Dvůr Králové nad Labem Airfield,50.4142,15.8369
LOLH,Hofkirchen Airfield,48.13911,14.33584
LSXS,Schindellegi Heliport,47.170312,8.714098
LTBQ,Cengiz Topel Airport,40.735001,30.0833
LTDA,Hatay Airport,36.36079,36.285589
NL-0103,Schaijk Heliport,51.735926,5.63715
NL-0135,CM.com Circuit Zandvoort Heliport,52.38493,4.53681
PL-0106,Jasienna Airfield,49.716723,20.811763
PT-0102,Cascais Marina Heliport,38.693789,-9.41472
RO-0044,Predeşti SkyFun Airfield,44.3743,23.618503
RO-0109,Galați Airport,45.45379,28.04489
RS-0023,Vranje Airfield,42.55331,21.86699
RU-0005,Andreapol Air Base,56.643299,32.313301
RU-0101,Ashuluk Airfield,47.42257,47.92717
RU-0107,Bataysk Air Base,47.117000579833984,39.79499816894531
RU-3686,Oreshkovo Airfield,54.467731,36.073685
SI-0001,Dobova Airfield,45.887046,15.650925
SK-0085,Rohozná Airfield,48.799367,19.692275
SK-0092,LMK Očová Airstrip,48.58111,19.30989
TR-0211,Bolu Dagi Helipad,40.735812,31.426059
TR-0284,Haliç Seaplane Base,41.058313,28.948058
AZ-0004,Naftalan Airport,40.51592,46.829481
BG-0023,Ostrovo Airfield,43.693874,26.579964
BG-0082,Zelenikovo Airstrip,42.392684,25.078018
BY-9940,Brest-1 Airport,52.113578,23.659262
CZ-0090,Boršice Airfield,49.051508,17.367605
CZ-0276,Brusné Airfield,49.367884,17.652277
DE-0076,Eschenlohe Airfield,47.6235,11.18388
DE-0219,Vinsebeck Airfield,51.8453,9.0141
DE-0465,Havelhöhe Medical Heliport,52.46104,13.16276
EDFS,Schweinfurt South Airfield,50.010834,10.251111
EDMK,Kempten-Durach Airfield,47.691944,10.338056
EDMS,Straubing Airport,48.900833,12.516667
EEKE,Kuressaare Airport,58.22990036010742,22.50950050354004
EG-0034,Ras Behar Water Treatment Plant Heliport,27.73377,33.50923
EGEA,Culter Heliport,57.1198600605,-2.32116490602
EGOQ,RAF Mona,53.258598,-4.37355
EHDV,D15-FA-1 Heliport,54.32472,2.93417
EKTE,Tyra E Helideck,55.72152328491211,4.802055835723877
ES-0085,Aeródromo forestal de Ademuz,40.091464,-1.210474
ES-0089,Alt Camp de Vallmoll,41.249924,1.241474
ES-0355,Devils of the Air RC Model Club Airport,29.032714,-13.598529
ETSH,Holzdorf Air Base,51.767799,13.1677
EYSI,Šilute Airfield,55.336308,21.526765
EYTL,Telšiai Airfield,55.986401,22.2878
FR-0041,Centre Hospitalier J. Bouveri Heliport,46.650001525878906,4.333889007568359
FR-0441,Frossay Ultralight Airfield,47.238222,-1.878275
FR-0638,Claracq Villa les Palmiers Airfield,43.494722,-0.288056
FR-0675,Moulins le Haut Bois Airfield,48.001667,-1.352222
FR-0988,Breuil Barret Airfield,46.660556,-0.663611
FR-0997,Buxeuil Saint Rémy sur Creuse Airfield,46.949444,0.669444
FR-1139,Loches Centre Hospitalier Heliport,47.131203,1.003801
FR-1265,Marigny Le Grand Air Base,48.661215,3.83563
GB-0011,Aston Down Airfield,51.708056,-2.130556
GB-0158,RAF North Luffenham,52.632253,-0.611238
GB-0256,Swanton Morley Airfield,52.734804,0.962011
GB-0537,New Orchard Farm Airstrip,51.3148,0.765107
GB-0572,Nottingham Heliport,52.8389925,-1.0315114
GB-0701,Riding Bank Farm Airstrip,52.821429,-1.447728
GB-0799,Rankins Farm Airfield,51.205248,0.509584
GB-1321,Meir Aerodrome,52.973133,-2.091469
HU-0025,Balatonlelle Glider Field,46.760514,17.689823
HU-0067,Gyula Kálmán Pándy Hospital Heliport,46.64028,21.27588
IT-0315,Molinella Airfield,43.122501,12.206919
IT-0642,Venosa Airfield,40.997028,15.873611
IT-0662,Procida Heliport,40.750172,14.013681
IT-0671,Monte Capanne Heliport,42.771589,10.168214
IT-0875,Elisuperficie heli vog,46.023772,8.275827
IT-0939,Elisuperficie di S.Cristina,45.326746,7.379733
LEPZ,Los Pozuelos De Calatrava Airfield,38.912201,-4.19111
LERP,Aeródromo de Herrera de Pisuerga,42.5923,-4.2902
LETT,Tortosa Verge de la Cinta Hospital Heliport,40.811292,0.523354
LFKS,Solenzara (BA 126) Air Base,41.9244,9.406
LFMO,Orange-Caritat (BA 115) Air Base,44.140499,4.86672
LFQV,Charleville-Mézières Ardennes-Etienne Riché Airfield,49.783901,4.64708
LFTH,Toulon-Hyères Airport,43.097301,6.14603
LHBS,Budaörs Airfield,47.451099,18.9806
LICR,Reggio Calabria Airport,38.071201,15.6516
LKZD,Žatec-Macerka Airfield,50.317501,13.5128
LLBG,Ben Gurion International Airport,32.011398,34.8867
LRHO,Oradea / Smurd Bh 2 Heliport,47.064167,21.954167
LSXL,Lauterbrunnen Heliport,46.585497,7.913509
LUCH,Cahul International Airport,45.8438,28.2637
MK-0007,Zhan Mitrev Clinic Heliport,42.004424,21.402704
NL-0050,Soesterberg Glidersite,52.133889,5.264167
NO-0089,Hegglandsdalen Flyplass,60.21776,5.52723
PL-0062,Watorowo Airfield,53.298517,18.414073
PL-0224,Cieszkowo Airstrip,52.70035,20.27785
RO-0050,Dezmir Airfield,46.779124,23.71282
RO-0153,Hârşova City Hospital,44.691634,27.952995
RS-0006,Bački Monoštor Airfield,45.785034,19.019175
RU-0399,Yablonovskiy Airstrip,44.970461,38.993847
RU-4388,Nurmalitsy Air Base,61.04499816894531,32.97829818725586
RU-6099,Maysionvara Air Base,62.27999877929688,32.41669845581055
RU-9345,Krechevitsy Air Base,58.625,31.385
SK-0033,Bystričany Airstrip,48.658592,18.544089
TR-0169,Point Hotel Barbaros Helipad,41.064316,29.010589
UA-0017,Genichesk Air Base,46.209,34.764999
UA-0108,Drohobych Airfield,49.367235,23.568403
UA-0160,Massandra Palace Heliport,44.5145,34.2039
UA-9869,Popilnia Airbase,49.962967,29.404316
UG0U,Gudauta Air Base,43.104,40.5793
UKLI,Ivano-Frankivsk International Airport,48.88420104980469,24.68610000610352
UUMD,Selnikovo Airfield,55.129783,39.145733
AT-0022,Breitenbrunn Heliport,47.94516,16.72973
BE-0032,Pont d'Oye Heliport,49.73447,5.672
BY-1210,Maladzyechna Air Base,54.24829864501953,26.871700286865234
CY-0057,UNFICYP Camp General Stefanik Helipad,35.138264,33.915638
CZ-0016,Bruntál Regional Fire and Rescue Force Heliport,49.988549,17.453671
CZ-0049,Zvole West Airport,49.474643,16.214801
DAOS,Sidi Bel Abbes Airport,35.1717987061,-0.593275010586
DE-0057,Am Kreuzberg Glider Airfield,50.3088,10.3734
DE-0367,Iserlohn-Sümmern Glider Field,51.436389,7.699722
DE-0683,Burgholzhausen Rotorflug Heliport,50.26433,8.66629
DE-0744,Bad Hersfeld Hospital Heliport,50.87705,9.71497
DE-0928,Amrumbank West,54.519813,7.735453
DE-0931,Bockwiese Airfield,48.509444,9.291944
EDKL,Leverkusen Airfield,51.015278,7.005556
EDOI,Bienenfarm Airfield,52.661667,12.745833
EDQH,Herzogenaurach Airfield,49.582708,10.878339
EFRA,Rautavaara Airfield,63.424198,28.124201
EGJJ,Jersey Airport,49.207901,-2.19551
ENQW,Valemon Helipad,61.04,2.36694
ES-0134,Aeródromo de Valdelaguna,40.15787,-3.38066
FR-0199,Port Vauban Heliport,43.588212,7.132348
FR-0364,Aerodrome de Aubiet,43.6332139,0.7639122
FR-0499,Les Ailes d'Eure et Loir Airfield,48.59244,1.53759
FR-0634,Bouglon Airfield,44.401389,0.110833
FR-0879,Molas Airfield,43.416667,0.753611
FR-0931,La Grand Borde Airfield,43.444167,1.569722
FR-0946,Andouillé le Tertre picard Airfield,48.177222,-0.850278
FR-1232,Mosles Airfield,49.30083,-0.81183
GB-0224,Holly Meadow Farm Airstrip,53.004871,-1.656872
GB-0350,Queen Alexandra Hospital Heliport,50.851178,-1.069046
GB-0538,Ridgewell Glider Field,52.049246,0.558272
GB-0861,Infantry Battle School Helicopter Base,51.942783,-3.3601
GB-1170,Yorkshire Air Museum Heliport,53.926229,-0.966841
GB-1239,RAF Hethel,52.562801361084,1.173329949379
GB-1276,Hullavington Airfield,51.526732,-2.141555
GB-1348,Fowler's Field Airstrip,51.000764,-0.444937
HL66,Tamanhint Airport,27.240101,14.6563
IE-0002,Lyons Estate Private Airstrip,53.296767,-6.543199
IE-0047,Fethard Airstrip,52.471738,-7.734409
IT-0004,Eremo della Giubiliana Airfield,36.861287,14.627008
IT-0256,Aviosuperficie di Rubbiano,44.671947,10.060862
IT-0549,Airfield ASD Verbano fly,45.676374,8.486462
IT-0892,Eisuperficie Stadio di Fobello,45.887327,8.16179
KW-0013,Failaka North Helipad,29.45908,48.30088
LBLN,Lozen Heliport,42.618534,23.500622
LEGE,Girona-Costa Brava Airport,41.904639,2.761774
LFFE,Enghien-Moisselles Airfield,49.046016,2.353976
LGAV,Athens Eleftherios Venizelos International Airport,37.936401,23.9445
LILB,Alzate Brianza Airfield,45.769644,9.162333
LKST,Strakonice Airfield,49.251701,13.8928
LOBH,Hanusch Hospital  Helipad,48.199921,16.291308
LOBW,Ottakring Hospital Heliport,48.21067,16.30078
LPAV,São Jacinto Airfield,40.656741,-8.741544
LT-0003,Trakėnai Airstrip,54.365886,23.167256
LT-0015,Keturvalakiai Airstrip,54.570783,23.156836
LT-0021,Upitėnai Airstrip,55.60306,21.62339
LTAI,Antalya International Airport,36.898701,30.800501
PL-0155,Łowicz Airfield,52.083171,19.858536
PL-0274,Bydgoszcz Aeroklub Airfield,53.105214,17.960376
RO-0094,Florin Aerodrome,45.6884,25.77167
RU-0397,Korzhevskiy Airstrip,45.2146965624,37.74410963059999
SY-0022,Tel Qulib,32.647004,36.660739
TR-0057,Pasamandira Heliport,41.186167,29.120253
TR-0168,Ataşehir Belediyesi Afet Kriz Merkezi Helikopter Pisti,40.993379,29.116689
UA-0121,Kobelyachok Airstrip,49.0522143,33.7993478
BE-0082,Evere Airfield,50.87155,4.42024
CZ-0029,Střešovice Central Military Hospital Heliport 1,50.088867,14.363104
DE-0512,Northwest Hospital Heliport,50.150067,8.61875
DE-0533,Magolsheim Ultralight,48.405731,9.622993
DE-0594,Mittlerhein Community Hospital Sankt Elisabeth Mayen Heliport,50.32331,7.21985
DE-0782,Grafschaft Abbey Specialty Hospital Heliport,51.14439,8.32323
EBWE,Weelde Air Base,51.394798,4.96019
EDDF,Frankfurt Main Airport,50.026706,8.55835
EDFD,Bad Neustadt/Saale-Grasberg Airfield,50.306062,10.227284
EDFM,Mannheim-City Airport,49.473057,8.514167
EDLE,Essen-Mülheim Airport,51.402302,6.93733
EDPI,Moosburg auf der Kippe Airfield,48.456588,11.941624
EG-0073,West Cairo Military Hospital Heliport,29.81049,31.16197
EHKK,K9-AB-B Heliport,53.55083,3.77944
EHPM,P15-E Heliport,52.17167,3.86778
EHWO,Woensdrecht Air Base,51.4491,4.34203
ENTE,Skien Hospital Heliport,59.190744,9.593279
ES-0032,Aerodromo de Monteplano,42.493953,-1.700802
ES-0188,El Ejido UL,36.7441167,-2.7674833
ES-0201,Cogullada Heliport,41.690459,-0.848887
FR-0268,Dôme de la Lauze Altisurface,44.998611,6.245833
FR-0302,Saint-Jean-d'Arves Altisurface,45.189711,6.252546
FR-0319,Hôtel La Coquillade Heliport,43.880125,5.319045
FR-0751,Portalier Airfield,43.6325,1.118889
FR-1051,Bourcefranc,45.871944,-1.131111
GB-1027,Churchlands Farm Airstrip,50.824117,0.338101
IE-0011,Limetree Airfield,53.1155,-7.2443
IE-0049,Millicent Airfield,53.271783,-6.68574
IT-0117,Ceraso Airfield/Aero Club I Templari,40.93769,16.497
IT-0863,Eliporto Rotor Italia,46.134884,8.310948
IT-0919,Elisuperficie Valchyara,45.458291,7.802954
KW-0027,Ministry of Interior Heliport,29.37322,47.98546
LDOR,Slavonski Jelas Airfield,45.156101,17.9881
LEAS,Asturias Airport,43.563599,-6.03462
LFNQ,Mont Louis La Quillane Airfield,42.543598,2.12
LHCL,Cegléd Airfield,47.162621,19.877401
LHJK,Jakabszállás Airfield,46.747855,19.604754
LHKE,Kecskemét Air Base,46.9175,19.749201
LRBC,Bacău George Enescu International  Airport,46.5219,26.910299
LTCK,Muş Airport,38.74779891967773,41.66120147705078
LTFH,Samsun-Çarşamba Airport,41.253988,36.567546
LUKK,Chişinău International Airport,46.92774,28.931704
NL-0148,Air Operations Control Station Nieuw Milligen Heliport,52.236685,5.749192
NO-0005,Lindøye Seaplane Base,59.890960693359375,10.718278884887695
NO-0065,Haakonsvern Heliport,60.332448,5.232265
ORAA,Al Asad Air Base,33.7855987549,42.4412002563
PL-0169,Rytel-Uboga Airstrip,53.739132,17.830447
PL-0189,Święta Katarzyna Airstrip,51.01555,17.10618
